UMAP1,UMAP2
7.5877934,2.520463
-0.9591904,5.3170943
7.3246937,-0.7327792
1.8041836,3.7370546
-2.5207212,1.4109539
11.3399725,9.469059
10.816124,11.768358
0.76274717,3.7805386
8.064273,-1.5494688
-3.5161898,6.538782
2.4946575,4.191112
10.811338,12.707242
0.0048866095,6.7257037
-0.9922528,1.5218014
10.950997,11.984151
11.455186,9.478407
-0.98562324,5.3121367
1.772043,5.3331246
-2.9494276,5.5137415
8.214194,1.2939186
7.6816263,1.5275216
10.651733,11.5996
-0.18927975,7.795608
-3.3525624,6.460204
-1.0275509,2.7105882
-0.14316939,5.504001
8.328229,2.9179327
10.771819,11.136821
2.3979032,4.3219647
-2.6920316,5.536693
9.115081,12.375724
0.5601286,6.6060266
8.5833025,-0.9821586
-1.2786137,2.3953
9.423227,13.093161
9.522177,12.061913
2.3727973,4.717655
-1.0449808,6.090478
-1.0452716,2.7056448
-0.17926258,4.8605824
8.844008,12.054397
-0.295294,7.1092215
1.1279548,5.109853
0.33737668,7.559096
-1.8697428,1.8717508
9.154389,12.326005
10.505661,12.379353
10.730277,8.923406
10.806078,8.96566
9.044166,12.392915
-0.5293437,2.2493663
0.88430226,9.154588
0.19618018,7.0266185
-1.1580428,1.430557
1.2264338,5.5972357
7.9079914,-1.574519
11.020765,12.863759
-0.59005123,5.0916524
-1.1884992,5.478914
5.2143016,2.2249973
8.676806,-0.7222083
7.640987,2.8443563
8.039711,3.3807175
-2.4755852,1.8380901
5.6769423,2.3074133
-1.0426533,8.263094
-0.8415809,0.47305477
10.940826,12.495122
5.118166,2.3543127
7.0909667,2.9858553
7.015088,3.0639334
-0.97235227,1.3797724
5.3379316,2.3473709
0.35818103,7.291112
0.9008029,3.8652418
8.835494,10.978189
2.5483904,5.2921576
-2.338481,1.043171
2.4308624,4.744049
0.25202864,6.9726467
8.280144,3.205781
9.09807,11.394141
-0.01875137,4.9856515
8.264752,12.3590555
9.67025,9.100722
-1.3016874,0.47079095
-2.2612915,5.6810007
-1.0775192,5.895973
1.9585646,5.1880674
1.7611777,4.726345
8.40856,12.292392
-1.594735,2.2959857
7.759933,-1.2359302
5.7451096,3.1459785
-1.0300983,1.555878
8.45411,11.434144
8.051957,3.0663633
8.630463,1.4291196
-3.1701229,6.028047
10.597592,11.659005
-2.3708992,1.3915627
8.54274,-0.96640414
1.0011077,4.585681
10.726701,10.913013
-2.8580015,5.419402
0.28567964,6.1619053
-1.2974398,0.5147783
7.4500604,-0.9382064
-0.719119,7.5109134
7.6131244,2.5176194
-2.6522892,5.710136
-0.26304165,7.90158
1.9907435,4.9026165
0.21767418,6.974482
8.451152,11.641435
-2.9953458,5.886655
8.026301,-1.0514185
8.34473,1.2783052
-1.4780724,0.8248793
4.9022346,3.2898736
9.173502,11.018414
-1.0170943,7.2701907
11.604107,9.673166
8.729189,1.338683
-2.4840777,1.9839815
-0.5241293,7.7272506
0.63899195,4.9148135
8.727529,11.292271
1.0973744,4.662927
2.0571892,4.0093565
2.2206912,4.773719
5.5730004,2.5530999
-0.995097,2.4288104
-0.1056461,5.5639157
2.2327418,5.1373754
-2.6328363,1.018603
9.564003,13.097875
8.824067,-0.7040538
11.29889,12.634713
8.435155,11.657128
-2.3555691,1.5582882
8.130112,-0.96557456
10.164936,13.271837
-0.81719595,2.677414
-2.5037267,5.887781
-0.28510183,6.0520325
10.910199,11.7681875
9.257285,11.124936
5.402434,3.0261257
7.0911355,2.6920693
-0.7344633,2.614911
7.909467,1.6035922
0.9802435,3.6543133
-0.3694826,8.351299
-2.0305493,1.9190661
11.061403,12.316361
0.10287025,5.835432
9.221949,12.776776
10.441842,11.4489155
-1.1250435,1.532293
10.189287,9.840114
10.424317,9.41073
8.127553,2.9892483
-0.19834422,5.030191
-0.5027211,0.9349353
8.796813,12.903732
9.944632,11.170011
10.177937,9.735998
8.176377,3.4238396
0.32514152,8.403213
8.633275,-1.0325879
8.641975,-0.819358
0.50355655,6.783675
-0.6840853,7.55501
0.8168725,4.936732
9.498643,13.1373415
7.6598325,-1.1404382
0.35029328,6.670554
8.277059,12.04202
10.753297,8.950681
7.3523865,-0.7852064
9.095313,12.817199
0.3080548,4.7426343
-1.4415687,2.5143745
8.517784,11.380672
8.975376,11.151213
0.94481003,4.6303844
1.4108996,5.392696
11.050552,12.237031
-0.17756674,6.001682
2.3784575,5.3340435
0.57463557,6.7224708
8.25257,-0.6724749
-1.0400075,5.947341
-0.7416362,0.7348063
-2.3583713,1.9297018
-2.6329918,6.540989
8.761584,12.058783
-0.18310578,5.8045506
2.012852,5.1958222
7.348366,-0.756561
0.40755373,8.812601
1.0453751,3.8681278
9.942453,9.126225
-0.3257093,7.3139153
11.547192,9.616123
9.353297,11.74585
-2.6540732,6.4145555
-1.5468197,1.9806459
2.2926435,4.637639
10.5039425,12.182416
1.5164434,4.691257
-1.7374685,5.7720594
9.494154,12.994035
9.874446,9.244783
7.461655,2.6610038
7.265793,2.7871764
-1.1245005,6.0010586
-0.25478756,5.5184755
0.9139401,3.7866318
9.675164,9.11437
8.670439,1.3255934
8.167131,2.6329987
0.69268143,9.325766
9.778072,9.817085
0.41392475,4.8542876
11.025118,12.039378
8.311489,12.257982
10.671741,12.565755
-3.037899,5.3721085
0.49777797,6.142121
9.118017,12.24982
3.0720904,4.499345
-2.4618127,5.768994
10.711943,11.291044
10.617466,12.893106
8.642025,-0.5531276
-1.2147315,2.5987754
0.39824003,8.907736
7.340043,-0.69795775
9.710666,11.388769
6.135411,1.9222318
4.973702,3.1336474
6.767454,2.8451116
-2.4540648,6.1585717
7.115407,1.8745683
0.5103462,6.255922
7.0593996,3.1428003
-0.581994,0.92076063
8.361995,-1.3715091
5.645203,2.2083538
0.7949109,4.505599
6.511053,2.4920204
7.531878,-0.84902763
-3.6802423,6.200919
-0.014137765,5.875635
7.2452064,1.7456079
-0.6106115,1.1128587
-3.1200206,5.2558117
8.338481,11.973408
-0.6551358,0.6346849
-2.03333,1.800784
9.220805,13.127265
-1.3920395,0.48047203
-3.0768454,6.319828
-0.23995532,8.332818
8.582281,-0.22726285
-0.19788282,8.162197
1.067077,4.6649017
8.134028,-1.5453249
7.405871,3.1596608
5.3455577,2.3923993
-1.4291615,1.9881344
-1.6069025,2.317656
0.4364987,5.004729
-3.1633117,6.3120217
6.5175548,2.7103577
-0.0748155,4.7817054
-0.9967931,1.5227278
-0.3157504,5.812928
1.527419,5.467529
-0.21935086,5.4477024
8.154687,-0.62141347
1.2756541,5.3647547
1.3062006,3.6054196
-0.96835256,0.78012425
9.554933,12.91626
7.763656,3.1858592
5.9493227,3.074143
10.500964,9.025156
9.629065,10.172854
-2.2100449,0.9570941
-2.6452389,0.9645806
-1.5975873,0.56755257
10.523937,12.463383
5.2757826,2.004458
-0.5516556,7.5036054
10.219466,9.535016
-3.2303154,5.5177617
-0.89834183,7.935462
-0.6923643,7.648029
8.650268,-0.82573944
11.109988,10.296426
-0.88019687,7.7470627
8.213006,1.2687565
8.990526,12.75663
8.084247,-1.5918878
7.3315377,-0.58743745
-0.5359782,0.92840856
-1.5885884,2.3180485
10.556334,8.800665
9.676351,10.085658
-2.695795,5.112947
-2.5896273,1.8569547
-1.4769874,0.4318017
-2.6760097,5.5774956
11.081139,12.2600765
9.497228,13.181212
9.588642,10.186594
9.105509,12.630874
0.24125582,4.675854
8.699093,11.247986
0.75254565,5.971313
-1.7431648,5.3216133
9.579099,12.551582
10.69243,11.901896
7.6484017,1.5155764
10.106097,9.669431
9.552523,12.098173
7.8240066,3.4273653
-2.0799363,1.8376708
11.47721,12.218415
9.997414,10.038155
6.0888033,2.320423
1.367792,5.5326676
-1.4661574,0.2818
-3.361368,6.499056
-0.67636144,8.402579
5.9863696,2.7782645
-0.27423286,4.894154
8.458545,11.661547
-1.387819,0.38208032
2.337062,4.34303
-0.5849747,0.8387494
-2.4126923,5.6698003
8.040542,3.164644
2.212161,4.134623
1.1971278,4.722487
-1.5518407,5.6113596
11.063997,12.151555
0.22969078,7.244818
11.41243,9.475856
0.7667361,4.9209127
3.026569,4.5220747
0.99399143,4.6764956
0.47601148,8.863004
-3.1776445,6.018765
2.5461526,5.0706515
5.3076687,2.8319623
8.251145,12.344943
-0.5023501,2.2886395
2.0022256,3.9444551
-0.016948009,6.1470833
1.3146037,4.647293
7.954352,-0.5174328
9.18304,13.302764
0.6532181,5.1529036
-2.5378861,6.463263
9.59308,13.056824
7.6545134,2.8697357
0.9083412,3.698091
2.1953127,4.4138246
8.931161,11.958599
-0.85826707,1.809179
8.241989,1.2781048
-1.3104491,4.997549
-0.81040543,2.5973768
11.063713,11.7468405
8.925451,10.780269
1.5560569,4.768655
2.5637126,5.139123
9.6569805,13.310892
1.0134318,4.788762
9.549977,13.301422
7.708004,-0.7978719
2.4105048,4.278061
9.442477,13.246373
10.574426,8.778296
7.0156264,3.161568
0.24038729,4.6877356
-3.7085521,6.2319813
-0.5710607,7.6257496
8.1970625,2.5639806
10.972527,12.732675
9.388444,12.759506
7.339613,3.2395332
-0.20983216,8.336718
8.217474,3.4728358
-1.1026074,2.651485
10.327858,13.220578
-2.5275817,2.1994371
10.559254,12.636665
-2.4890478,5.9069905
0.94712126,3.831958
-0.7386176,1.407302
0.897584,4.8045425
7.682644,-0.74302214
0.9907519,9.096687
8.751653,1.3192182
7.9597793,3.2822723
10.770677,11.923311
0.92018414,3.6827734
5.3314257,2.4480214
-3.607405,6.439351
1.2846528,4.397703
9.271043,12.829524
8.41774,-1.2839092
5.7647758,2.3853562
-1.108943,7.89645
10.53746,8.823505
11.281875,9.9909725
5.6103044,2.8031154
-0.5536608,0.7639825
6.9420276,2.5978725
9.14257,10.819467
2.7065215,4.6482244
8.887669,11.42107
2.2514744,4.2054777
-0.96854097,0.8503318
-0.87471676,1.5771668
8.201344,3.378336
7.967263,-1.3726287
5.399932,2.998738
-2.6994731,5.1204367
-0.635213,2.3436453
-3.0288668,5.3195004
4.8032937,3.3283012
-3.4894915,6.531937
6.3812027,2.5412593
5.126367,2.3812628
1.5773442,5.503133
-0.83732027,2.699296
-0.5483321,2.6107323
11.059655,11.724606
-2.6048582,2.2792122
10.963674,12.9314575
-0.62544847,7.9927645
-1.2925447,4.9830256
-0.31368273,5.930087
-2.5327237,0.9823722
8.511318,11.584221
9.819631,9.067458
5.62226,2.5843725
-2.1580117,0.9264612
8.7457,11.533279
10.728298,11.811879
-0.01488982,7.128039
10.769539,12.457128
8.801455,-0.69370556
-1.1591516,1.5327505
9.5592985,10.261465
-2.7061713,5.114719
9.120838,12.629664
-1.0046493,8.237097
9.138655,12.598856
0.73995453,9.216112
-0.14669926,6.0675673
7.370184,1.8399408
6.387139,2.0478034
-1.1674967,0.6886874
7.5805717,3.081535
2.453203,4.604461
-0.16153833,7.8402047
-0.15115976,5.2434716
9.582366,12.849212
11.076966,11.749813
-2.4507031,1.7262523
-2.696579,1.656324
-0.9033966,1.1120739
2.0981991,4.535968
6.0695977,2.1117373
0.0006790782,5.8348274
0.8002417,5.9466867
11.185977,12.832818
10.507204,8.893825
10.161123,12.4328
7.548352,3.3004575
-2.6665788,1.0784756
2.3098447,5.120935
-3.401082,6.081592
7.567423,2.4662619
0.476569,6.189293
0.5181427,4.457517
-0.28622013,7.2090316
-3.192554,5.3333488
8.723426,12.889529
7.3184185,-0.683672
-1.8302104,2.1735606
-0.21885112,6.020911
5.255862,2.852115
10.468147,11.030931
-3.608787,6.428172
0.5629584,8.755675
2.102781,5.0652633
-0.1903127,6.675236
-1.3492279,0.36175886
-3.2017188,5.838317
-0.8572819,1.9318398
0.06553757,4.555527
6.1535597,2.356413
9.232315,11.676474
-2.5774908,1.002885
-0.74485385,8.393159
-1.1064532,0.52846664
1.4681828,3.4733791
-1.2401325,2.7306623
0.740615,8.4535265
1.716412,5.606064
11.171288,9.762376
0.058879867,6.011732
10.908194,12.426142
10.120574,12.188171
8.576579,-0.92159516
-2.5001113,6.5464025
10.621833,11.920545
7.6796002,-0.8795792
8.182813,12.173906
7.5803757,1.5767053
7.751531,1.4549284
-0.31425977,6.0047708
1.5631012,5.3971257
0.57184607,5.7510314
10.869606,12.572719
7.6816473,-0.46243897
-2.097283,2.2694058
5.4181976,2.818231
7.9191785,-1.2061563
11.4431505,9.475145
8.581635,1.2855054
1.1461627,4.538822
-1.3060112,0.5384397
0.9345757,4.2769413
1.9996058,3.9457898
11.353046,9.539809
9.19208,12.981655
8.841311,12.371289
9.490716,11.40895
2.2843084,4.1935163
10.543379,8.811995
-2.2583146,5.2903743
8.482948,1.2946451
-0.23962446,5.6413097
-3.4863644,6.4306617
9.205621,13.09997
-2.560496,1.7575431
-1.1756855,1.3383754
-0.16965324,7.851757
-1.1296932,5.9629016
-2.607358,1.6671529
11.354787,12.54083
0.2652826,4.697003
5.4178023,3.0333009
10.574684,12.64635
6.0628295,2.3022444
11.157157,12.418537
-0.9291434,7.920803
8.725542,1.3452846
9.798109,9.108693
3.411636,4.384159
-0.579655,1.0309937
8.9737,10.734599
8.106821,-0.55755556
2.907681,4.401975
2.2706048,4.201871
-1.2572927,0.4509784
7.75026,2.9672236
0.3808786,5.183559
0.545063,9.26146
-0.7045092,8.39338
1.0292073,4.3298545
-1.2371296,5.2382054
1.9504708,5.0516887
-0.0065361033,6.897024
8.569289,12.341369
1.7648433,4.3862605
-2.4687054,6.117012
9.084459,12.479577
8.2927685,1.2339824
-1.4003552,5.0399003
5.257337,2.9867728
-2.7495553,1.1865627
-2.1763873,2.094187
1.3089817,4.7531166
-2.6031263,5.701574
8.562921,12.370301
10.720626,12.975918
11.3307495,12.062031
7.1211677,1.8915719
7.5646825,1.9351585
-1.6171707,1.8532436
8.618641,1.3175833
1.2660087,4.42382
2.068428,4.6389008
-1.3260623,0.38790902
10.247464,9.513207
7.9956894,-1.5087821
9.54457,13.216599
5.08586,2.7469
4.9673657,2.7309117
7.241966,-0.54163116
8.521292,11.691913
-0.87162024,6.027128
-0.3036308,8.434293
-1.6326743,6.23132
-1.3420559,5.0430603
11.084076,9.697271
8.926985,11.69644
5.283552,2.309872
9.180062,12.957673
10.4801,9.0932665
8.993012,11.410201
5.2119346,3.0375195
8.414328,11.926905
0.7491083,4.1845
-1.3432416,5.230221
8.256429,1.3472917
6.159016,2.154942
7.6744237,-1.1690985
8.63126,-0.16496971
-2.555755,1.8169943
7.208982,1.9104462
-1.3504859,0.4242946
2.4244864,4.8221064
2.2856646,5.327081
8.599323,1.3504575
1.3905244,5.534787
1.8398979,4.643757
0.74124604,8.511725
2.3477612,4.626203
7.5589395,1.9145395
9.498079,12.953658
10.84519,8.980395
-0.35013086,7.7119164
8.24564,2.0764987
10.355288,9.670865
11.115447,12.673361
9.347379,11.736198
-3.156422,6.428741
-1.6681838,1.8398541
7.985053,3.4391649
10.229462,9.187692
-0.73233277,8.283284
9.543552,11.102289
8.70468,1.3379824
8.776556,-0.97263956
9.883828,11.28995
0.33898398,4.811657
-1.5695018,1.9423076
7.427216,-0.8010526
-1.1472768,5.1133456
-2.8982809,6.467594
2.138604,4.6978846
2.1233308,5.1075606
-2.0923579,1.5060285
8.694637,-0.7984092
9.302368,11.543597
7.308369,3.2309983
-2.5525548,1.9420047
-1.0506365,1.1307901
5.8958874,3.0601122
7.6554146,1.4861504
-1.7544633,2.552291
1.794324,5.6122346
1.925717,5.183866
2.2783885,4.09037
-0.8037133,1.295709
7.322119,-0.7168199
-2.7137916,1.7590381
0.97748536,4.827447
5.1536736,2.2628336
7.9498067,-1.6126697
9.462978,12.771604
11.253971,12.617563
-1.9615334,1.8222505
5.3948326,2.0379808
8.973567,10.817349
9.374211,13.342867
4.802999,3.2756197
-0.8128052,7.631497
1.1042414,5.7592473
10.545172,11.920395
-1.6929935,2.6087036
-1.4371287,0.31860325
0.79924315,5.5251455
8.534102,-0.45925626
8.6888075,-0.56715316
2.0868123,5.1824737
9.753524,11.449121
-3.1462145,6.026533
6.158623,2.3360944
9.520736,12.604128
8.250566,12.271884
-0.87100977,8.242377
7.8553057,2.7510078
-1.3835715,5.6143847
0.9345376,4.430503
-3.0681021,6.4561806
-2.3135908,0.98275626
-1.9305173,1.7517289
9.306727,11.80108
-1.0709555,5.500755
-0.12901111,5.5563626
4.9989524,2.4431484
-1.1051469,7.779623
10.856386,11.904614
7.600963,1.4324719
8.976432,11.341687
-0.5520608,2.1986992
9.040159,11.292388
-2.9901245,1.4137422
9.690609,9.127706
0.17101167,5.615256
7.8777223,3.157713
11.326683,12.544661
-2.4873428,5.9495115
8.68602,12.148502
9.317908,12.347144
11.28954,12.319502
5.2806334,2.3847997
8.380776,-1.3288195
10.440618,9.127611
8.705024,12.182558
-1.3222616,4.9277864
0.8156862,4.332911
11.3286705,9.402433
6.0189614,3.1011803
2.1636515,4.9441204
9.125464,12.224076
7.2476397,-0.65825784
-1.0017774,0.91135204
7.6848817,2.9343512
-0.49409816,5.217205
8.880418,13.096228
7.6130204,1.4790534
2.9961607,4.515598
8.132147,-1.5231906
6.0155997,2.2213948
7.0496736,2.9213474
11.390346,9.397087
10.470883,10.952289
9.608948,13.185583
1.03838,4.5963583
5.1961737,2.1440651
8.948365,12.81261
-0.21309964,8.296345
7.263594,1.6613964
5.286968,2.5434785
11.402684,9.438846
6.2120857,3.065832
-1.3994938,0.3714863
10.763212,12.89976
2.0262794,4.773753
-1.6385955,5.4021673
8.696224,12.927958
8.840746,13.096322
-2.6614544,5.655389
5.921487,2.5172946
10.461079,12.589322
6.6760135,2.5329924
0.7618857,9.305594
10.923197,11.773511
10.312942,11.688484
1.0830991,6.215549
-1.2896369,1.3994291
11.438677,9.579278
8.998924,10.705287
7.4581914,3.2676847
0.27117455,6.010834
9.273776,11.746812
1.21564,4.9293647
-2.6487994,6.4257455
10.114141,9.682015
-0.6939557,7.523685
9.966113,12.761669
4.8244977,2.9596674
8.703193,12.621192
1.8076249,3.742898
5.2547245,2.1602643
6.4444723,2.69533
9.66155,9.100464
7.862278,1.5236204
11.385186,9.839128
-0.8941356,1.3841597
7.7944694,1.6956767
2.42585,5.3038783
10.850363,11.921527
11.156597,11.875348
2.7697527,4.554941
-0.6058124,8.422191
0.91070503,3.687706
8.960741,11.991939
10.441489,11.817685
1.472298,4.5644484
-0.981829,0.85417354
1.0276927,6.31776
-0.37444943,8.028783
-1.1885827,0.48924127
2.4645152,4.9331427
-0.50495887,0.78668034
6.404043,2.184674
5.4561715,2.254799
0.14703935,7.560276
-3.15497,6.309212
8.373426,11.368519
-1.7825105,5.675646
8.30016,3.1848724
9.307485,13.165182
-0.90406233,7.3798294
10.772135,12.006017
9.358033,12.793284
1.9011766,5.316479
7.6864905,-1.2127819
-1.5738626,5.595533
10.939674,9.887062
1.2921815,5.6281066
10.734968,11.835781
8.899941,12.283383
11.017545,10.040999
10.897825,11.810407
-2.9653516,6.398115
6.315753,2.7184515
11.165891,12.762386
8.482959,-0.94162184
2.188704,4.851366
11.2820635,11.920845
-2.56868,0.9928686
7.719044,-0.97435796
7.3275375,2.6928802
9.423566,13.007064
1.9023091,4.956744
1.9371248,5.215199
10.616654,12.009724
8.517167,11.311564
5.9405384,2.861012
7.635206,2.5386531
-1.5678471,1.9052968
-1.1945599,5.0795193
-0.47251675,0.97914654
0.06995157,4.894813
10.068765,10.110061
8.457415,-0.35789216
-3.5706,6.422297
8.215523,1.9824255
-2.4600601,5.684662
8.243457,2.0701346
9.375851,13.199338
0.25104168,7.2087884
7.3228765,-0.69557434
-3.1759353,5.4190125
-1.651774,2.2193346
9.706507,9.496999
-3.2016795,6.0976768
0.63546026,6.1340237
11.42549,12.32335
-0.80623144,7.3884096
11.334027,12.127271
5.022442,3.1146264
-2.5500658,2.1722622
8.968232,11.10724
9.539353,11.893341
0.5778913,5.7944646
-0.3634408,5.276685
6.915472,1.8169396
8.1923685,3.1422625
7.495634,1.7567583
-3.0094714,5.2377324
11.214221,9.704863
8.477585,-0.4006996
-2.598887,6.2183733
2.528716,4.3455606
6.4464984,2.6889474
6.8250084,2.5655084
0.50704026,5.093042
10.883116,12.359162
8.168106,2.622815
9.24504,13.092054
2.639631,5.418761
10.566301,11.992367
-0.5512573,0.7624523
9.727682,9.141356
-2.4771106,2.1743627
8.082483,-1.0259863
-2.0219395,1.8910369
-3.3016114,6.4748607
-0.97127336,7.746926
-2.515094,1.8401183
1.1346374,5.201761
1.21217,4.446376
-0.25255704,7.8428607
-1.99172,1.6747984
11.116808,9.800078
0.095433235,4.479216
1.0137366,9.106439
5.330644,2.4405227
1.1222048,5.294307
-2.818584,6.278843
2.292994,4.4176874
-1.9009476,5.622591
0.5794746,6.2536807
2.142624,4.3231597
5.637888,3.214186
-2.5052412,5.9113154
9.418642,12.531327
10.955832,12.400243
1.7767285,3.845148
-3.6483715,6.363896
-0.3404959,7.342984
-1.5170559,5.18402
7.170857,3.2029655
-0.76039654,6.217205
8.872463,12.050117
3.0262818,4.4450145
9.307665,11.573164
-2.2032065,1.5678177
7.3153963,-0.7088936
5.296194,3.1520047
8.541047,-0.7974148
-2.7277722,1.6390749
11.312676,9.934712
4.996415,2.2437634
5.397938,2.9700158
0.28157508,4.704449
-2.42288,6.317381
8.641955,11.18003
-2.4451034,2.0829513
2.2699647,4.1880727
5.0674176,3.1191363
9.995734,9.933569
1.6997397,3.685274
-2.4523747,6.522917
-2.5762997,6.192532
-0.23740035,5.154671
2.4272635,5.021993
-3.1655154,6.0785127
10.501165,10.986393
9.137785,13.1079235
5.6960735,3.1262138
-0.8426749,7.8969693
11.097197,9.386735
-2.7262423,5.185189
-1.0408474,5.1876206
8.959605,11.933966
1.8133563,4.55597
8.818588,11.535341
1.9911966,5.0536923
7.6859694,2.519267
-0.18839726,7.8211884
8.303744,-0.3255335
10.663234,8.888422
0.60507786,6.120388
10.437911,12.745648
0.057851586,4.4990563
-0.8340833,1.1524839
9.471903,13.167638
7.7535777,-1.0049669
1.0946447,3.665296
1.2488631,3.6106818
-1.2591219,0.33359578
1.362488,5.382836
0.576054,9.313807
0.90387547,4.850099
10.572551,8.87091
0.5932283,9.325123
0.21660691,7.2173705
6.2510004,2.6604385
-0.2649777,5.9160233
11.054952,12.932554
7.3205776,-0.6276955
9.17454,11.083979
-2.7196822,1.639014
-0.2916613,7.6355634
-0.26798996,5.8275905
1.0812964,5.0135365
0.4296376,8.917289
1.254733,5.158779
10.904411,11.937393
8.247152,3.1174507
-1.056118,8.284829
-0.54671735,0.83931017
-2.7284884,5.1284323
1.7928846,5.3182383
-2.722661,1.6355115
8.433054,11.720577
0.46957552,5.2011766
8.521848,11.297256
9.046241,11.420884
-2.2217991,1.2716229
8.213406,3.3991828
11.422404,12.568148
9.031108,10.559329
0.9197278,9.184312
10.348216,12.329729
0.17908922,5.5022087
7.797563,-1.1632127
7.6220207,2.9098103
6.9084773,2.5328393
8.071914,-0.5585116
7.6951995,2.831994
-2.6789024,1.1625915
7.826892,-1.5025691
10.091825,9.824403
5.6140304,2.6472378
10.276729,11.871571
-0.20731463,8.359198
-1.5544128,0.55859256
-0.7402526,1.9774551
0.22240292,7.336038
-1.4248427,0.41439483
9.4905,12.5395775
-2.7509239,6.349662
7.731213,-1.1022097
-0.7518491,8.403624
0.41093442,8.723934
8.766196,-0.7396067
-0.17836857,8.107752
0.4788738,5.171829
6.892915,3.0610266
1.8910859,3.847692
-1.4063592,5.8211126
0.6333962,5.4840765
10.942418,11.9524765
8.376405,1.2902294
7.8218727,1.5151031
4.8055615,3.2682528
11.157331,12.696399
9.904868,13.311062
8.019976,-1.5681039
6.0489855,2.417539
10.698251,11.0713
2.3966908,5.0846853
1.2209983,5.0615616
0.41427413,5.1884727
9.256331,12.3411
10.992893,12.52051
6.3604636,2.0417511
-1.1476167,5.0742087
-1.1518922,5.964212
-3.1368992,6.172312
-0.18839064,5.0236764
9.652605,10.098956
8.46691,1.2441806
0.30593365,7.583032
2.5971284,4.635425
1.6919123,5.5217376
8.277946,12.162409
9.542602,11.911589
0.3931868,8.537925
11.175697,12.583403
7.7757077,-1.364769
10.177649,9.73051
9.730127,12.670621
2.0541353,4.0240693
8.256088,-0.7204906
11.2466955,9.687801
-1.2553806,5.440853
-1.7332418,1.6995958
-2.7920449,1.3734018
8.702672,1.2944773
5.983657,2.7914104
6.404037,2.0522275
2.352416,4.944325
9.685834,9.093268
7.66233,-1.1831925
2.645077,4.35445
-2.7237852,1.7218173
0.7327752,9.327336
7.808681,-1.1611146
6.2247334,2.0247264
8.696925,12.341837
8.454143,-0.7677273
11.342412,12.5452795
-3.30244,5.6610518
-2.515588,2.2209299
-2.6823921,5.6944547
10.3406,13.252105
-3.155487,5.829709
-1.0223824,7.2285256
1.0720788,5.39073
11.409618,12.357287
0.4675822,9.079562
-1.5614128,0.5381594
5.8292327,2.479636
-1.2574824,2.5990086
-1.2017397,2.7491035
6.3176517,2.6488647
-2.6624503,1.0035213
8.147453,3.4140987
10.69029,11.109393
11.480824,9.793847
-2.4854693,5.983737
2.057756,4.5277348
-0.5111906,2.290399
11.041134,12.422203
1.4011556,5.470044
-1.1425878,1.4871083
